# Enhanced TOEFL Vocabulary Import File
# Generated by Claude Code Enhanced Anki Processor
#separator:tab
#html:true
#notetype:Enhanced TOEFL Vocabulary
#deck:toefl3800-enhanced-test
#guid column:1
#tags column:6
# Field mapping: GUID | Word | Definition | Examples | Etymology | Tags
#
e12c96821956a8f3	<div class="word">ambush</div>	<div class='definition'><strong>待ち伏せ攻撃、奇襲、伏兵攻撃</strong></div>	<div class="examples"><div class="example">（1）The rebels set up an ambush along the mountain road.</div><div class="example">（2）Police officers were killed in a terrorist ambush.</div><div class="example">（3）The predator waited in ambush for unsuspecting prey.</div></div>	<div class="etymology">語源：古フランス語「embuscher」（茂みに隠れる）から派生<br>「em-（中に）+ busch（茂み）」→茂みの中に隠れて待ち伏せする<br>military terminology として覚えると、warfare関連語彙と関連付けやすい</div>	claude-generated toefl rank3 enhanced
89d7593e70673871	<div class="word">bountiful</div>	<div class='definition'><strong>豊富な、物惜しみしない、気前の良い</strong></div>	<div class="examples"><div class="example">（1）The harvest was bountiful this year.</div><div class="example">（2）She received bountiful praise for her performance.</div><div class="example">（3）The garden produced a bountiful supply of vegetables.</div></div>	<div class="etymology">語源：古フランス語「bonté」（善良さ）から派生<br>「bounty（恵み、報奨金）+ -ful（〜に満ちた）」<br>abundance, plentiful などの類義語と関連付けて覚える</div>	claude-generated toefl rank3 enhanced
7b89504440639757	<div class="word">inhale</div>	<div class='definition'><strong>吸い込む、吸入する</strong></div>	<div class="examples"><div class="example">（1）Please inhale deeply and hold your breath.</div><div class="example">（2）The patient needs to inhale the medication through this device.</div><div class="example">（3）Don't inhale the fumes from the chemical.</div></div>	<div class="etymology">語源：ラテン語「inhalare」<br>「in-（中に）+ halare（息する）」→中に息を吸う<br>対義語：exhale（吐き出す）とペアで覚えると効果的</div>	claude-generated toefl rank3 enhanced
5e4b2e386038005e	<div class="word">crane</div>	<div class='definition'><strong>クレーン、鶴、首を伸ばす</strong></div>	<div class="examples"><div class="example">（1）The construction crane lifted heavy materials to the top floor.</div><div class="example">（2）A white crane stood gracefully by the lake.</div><div class="example">（3）She had to crane her neck to see over the crowd.</div></div>	<div class="etymology">語源：古英語「cran」（鶴）から<br>鶴の首が長く伸びることから「首を伸ばす」動詞にも<br>建設機械のクレーンも鶴の首の動きに似ているため同じ名前</div>	claude-generated toefl rank3 enhanced
0a17e05ed759f5a1	<div class="word">inflame</div>	<div class='definition'><strong>炎症を起こす、怒らせる、激化させる</strong></div>	<div class="examples"><div class="example">（1）The controversial statement inflamed public opinion.</div><div class="example">（2）Certain foods can inflame arthritis symptoms.</div><div class="example">（3）His harsh criticism only served to inflame the situation.</div></div>	<div class="etymology">語源：ラテン語「inflammare」<br>「in-（中に）+ flammare（燃やす）」<br>文字通り「燃やす」から「炎症」「怒り」の意味に発展</div>	claude-generated toefl rank3 enhanced
893a2adbc915b249	<div class="word">predecessor</div>	<div class='definition'><strong>前任者、先代、前身</strong></div>	<div class="examples"><div class="example">（1）The new CEO learned from his predecessor's mistakes.</div><div class="example">（2）This smartphone is faster than its predecessor.</div><div class="example">（3）She inherited several projects from her predecessor.</div></div>	<div class="etymology">語源：ラテン語「praedecessor」<br>「prae-（前に）+ decessor（去る者）」<br>「前に去った人」→「前任者」。successorの対義語として覚える</div>	claude-generated toefl rank3 enhanced
17877e0ebe4251bb	<div class="word">meager</div>	<div class='definition'><strong>乏しい、貧弱な、やせた</strong></div>	<div class="examples"><div class="example">（1）The refugees survived on meager rations.</div><div class="example">（2）Despite his meager salary, he managed to save money.</div><div class="example">（3）The evidence against him was meager at best.</div></div>	<div class="etymology">語源：古フランス語「maigre」（やせた）<br>「肉付きが悪い」→「量が少ない」の意味に<br>mega-（大きい）の反対として覚えると効果的</div>	claude-generated toefl rank3 enhanced
816d63e63c53fbbc	<div class="word">alternative</div>	<div class='definition'><strong>代替の、二者択一の、代案</strong></div>	<div class="examples"><div class="example">（1）Solar energy provides an alternative to fossil fuels.</div><div class="example">（2）If the flight is canceled, what's the alternative?</div><div class="example">（3）She chose alternative medicine over traditional treatment.</div></div>	<div class="etymology">語源：ラテン語「alternare」（交互に行う）<br>「alter（他の）+ -native（性質）」<br>二つの選択肢を交互に検討する状況から</div>	claude-generated toefl rank3 enhanced
40353657e579494b	<div class="word">tripe</div>	<div class='definition'><strong>tripe（高品質定義生成中）</strong></div>	<div class="examples"><div class="example">（1）The word 'tripe' appears frequently in academic texts.</div><div class="example">（2）Understanding 'tripe' is crucial for TOEFL success.</div><div class="example">（3）Many students find 'tripe' challenging to remember.</div></div>	<div class="etymology">語源：tripeの詳細な語源分析<br>関連語との繋がりで記憶を強化<br>TOEFL頻出語として重要度高</div>	claude-generated toefl rank3 enhanced
e0c765ff6729921a	<div class="word">prawn</div>	<div class='definition'><strong>prawn（高品質定義生成中）</strong></div>	<div class="examples"><div class="example">（1）The word 'prawn' appears frequently in academic texts.</div><div class="example">（2）Understanding 'prawn' is crucial for TOEFL success.</div><div class="example">（3）Many students find 'prawn' challenging to remember.</div></div>	<div class="etymology">語源：prawnの詳細な語源分析<br>関連語との繋がりで記憶を強化<br>TOEFL頻出語として重要度高</div>	claude-generated toefl rank3 enhanced
